Merchant ID,Merchant Product ID,Primary SKU,Merchant SKU ID,SKU Name,SKU Name (Chi),Warehouse ID,StockLevel,Online Status,Invisible,Force Out Of Stock,Create Date,Offline Date,Brand Name (EN),Brand Name (CHI),Height,Width,Depth,Packing Spec(EN),Packing Spec(CHI),Primary Category Code,Primary Category Name (CHI),Currency,Original Price,Discount Price,Discount Rate(%),VIP Discount Price,VIP Discount Rate(%),GOLD VIP Discount Price,GOLD VIP Discount Rate(%),Quantity
H8347003,L-NSG-073,Y,H8347003_S_L-NSG-073,SWITCH GAME-The LEGO® NINJAGO® Movie Video Game(parallel import)[7840],SWITCH GAME-?????????(????)[7840],H834700309,0,offline,Y,N,5-Jul-21,1-Jan-22,Nintendo,Nintendo,210,120,210,1 PC,1?,AA31300510001,Switch ??,HKD,468,298,36.32479, , , , ,
H8347003,L-NSG-074,Y,H8347003_S_L-NSG-074,SWITCH GAME-DISNEY TSUM TSUM FESTIVAL (parallel import)[40156],SWITCH GAME-DISNEY TSUM TSUM FESTIVAL(????)[40156],H834700309,0,offline,N,N,5-Jul-21,6-Apr-22,Nintendo,Nintendo,210,210,0,1 PC,1?,AA31300510001,Switch ??,HKD,468,298,36.32479, , , , ,
H8347003,L-NSG-079,Y,H8347003_S_L-NSG-079,Switch Game - My Universe - My Baby (Parallel Import),Switch Game - ???? - ???? (????),H834700309,0,offline,N,N,26-Jul-21,6-Apr-22,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch ??,HKD,468,248,47.00855, , , , ,
H8347003,L-NSG-080,Y,H8347003_S_L-NSG-080,Switch Game - Cave Story+ (Parallel Import),Switch Game - ???? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,168,64.10256, , , , ,45
H8347003,L-NSG-081,Y,H8347003_S_L-NSG-081,Switch Game - Zumba Burn It Up (Parallel Import),Switch Game - ????? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,278,40.59829, , , , ,
H8347003,L-NSG-082,Y,H8347003_S_L-NSG-082,Switch Game - Burnout Paradise Remastered (Parallel Import),Switch Game - ????????? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,368,21.36752, , , , ,
H8347003,L-NSG-083,Y,H8347003_S_L-NSG-083,Switch Game - Trials Rising (Parallel Import),Switch Game - ???????? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,248,47.00855, , , , ,
H8347003,L-NSG-084,Y,H8347003_S_L-NSG-084,Switch Game - Cars 3: Driven to Win (Parallel Import),Switch Game - ?????3????? (????),H834700309,0,online,Y,N,27-Jul-21,1-Jan-99,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch ??,HKD,568,268,52.8169, , , , ,43
H8347003,L-NSG-085,Y,H8347003_S_L-NSG-085,Switch Game - Tennis World Tour 2 (Parallel Import),Switch Game - ???????2 (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,258,44.87179, , , , ,
H8347003,L-NSG-086,Y,H8347003_S_L-NSG-086,Switch Game - Pokemon Mystery Dungeon: Rescue Team DX (Parallel Import),Switch Game - ?????????????DX (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,568,398,29.92958, , , , ,
H8347003,L-NSG-087,Y,H8347003_S_L-NSG-087,Switch Game - Ghost Parade (Parallel Import),Switch Game - ???? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,198,57.69231, , , , ,
H8347003,L-NSG-088,Y,H8347003_S_L-NSG-088,Switch Game - Hello Neighbor Hide And Seek (Parallel Import),Switch Game - ??????? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,238,49.1453, , , , ,
H8347003,L-NSG-089,Y,H8347003_S_L-NSG-089,Switch Game - Road to Guangdong (Parallel Import),Switch Game - ???? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,268,42.73504, , , , ,
H8347003,L-NSG-090,Y,H8347003_S_L-NSG-090,Switch Game - AeternoBlade II (Parallel Import),Switch Game - ????2 (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,298,36.32479, , , , ,
H8347003,L-NSG-091,Y,H8347003_S_L-NSG-091,Switch Game - Cadence of Hyrule (Parallel Import),Switch Game - ???????????????????????? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,348,25.64103, , , , ,
H8347003,L-NSG-092,Y,H8347003_S_L-NSG-092,Switch Game - Bakugan: Champions of Vestroia (Parallel Import),Switch Game - ????????? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,348,25.64103, , , , ,
H8347003,L-NSG-093,Y,H8347003_S_L-NSG-093,Switch Game - Final Fantasy XII? Zodiac Age Twister Parent (Parallel Import),Switch Game - ????XII????? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,568,288,49.29577, , , , ,
H8347003,L-NSG-094,Y,H8347003_S_L-NSG-094,Switch Game - Inertial Drift (Parallel Import),Switch Game - ???? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,248,47.00855, , , , ,
H8347003,L-NSG-095,Y,H8347003_S_L-NSG-095,Switch Game - XCOM 2 Collection (Parallel Import),Switch Game - XCOM 2 ???? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,228,51.28205, , , , ,
H8347003,L-NSG-096,Y,H8347003_S_L-NSG-096,Switch Game - Doraemon: Nobita's New Dinosaur (Parallel Import),Switch Game - ??A? ?????? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,568,368,35.21127, , , , ,
H8347003,L-NSG-097,Y,H8347003_S_L-NSG-097,Switch Game - Portal Knights (Parallel Import),Switch Game - ????? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,218,53.4188, , , , ,
H8347003,L-NSG-098,Y,H8347003_S_L-NSG-098,Switch Game - Georifters (Parallel Import),Switch Game - ???? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,168,64.10256, , , , ,
H8347003,L-NSG-099,Y,H8347003_S_L-NSG-099,Switch Game - Trine 4: The Nightmare Prince (Parallel Import),Switch Game - ???4????? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,168,64.10256, , , , ,
H8347003,L-NSG-100,Y,H8347003_S_L-NSG-100,Switch Game - Wild Guns: Reloaded (Parallel Import),Switch Game - ???????? (????),H834700309,0,offline,Y,Y,27-Jul-21,11-Apr-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,148,68.37607, , , , ,
H8347003,L-NSG-101,Y,H8347003_S_L-NSG-101,Switch Game - Street Power Soccer (Parallel Import),Switch Game - ???? (????),H834700309,0,online,Y,N,27-Jul-21,1-Jan-99,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,368,21.36752, , , , ,
H8347003,L-NSG-102,Y,H8347003_S_L-NSG-102,Switch Game - NBA 2K19 (Parallel Import),Switch Game - NBA 2K19 (????),H834700309,0,offline,Y,N,27-Jul-21,20-Mar-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,198,57.69231, , , , ,
H8347003,L-NSG-103,Y,H8347003_S_L-NSG-103,Switch Game - 3D Mini Golf (Parallel Import),Switch Game - ?????? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,168,64.10256, , , , ,
H8347003,L-NSG-104,Y,H8347003_S_L-NSG-104,Switch Game - FIFA 19 (Parallel Import),Switch Game - ??????19 (????),H834700309,0,offline,Y,N,27-Jul-21,9-May-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,268,42.73504, , , , ,
H8347003,L-NSG-105,Y,H8347003_S_L-NSG-105,Switch Game - Snack World: The Dungeon Crawl (Parallel Import),Switch Game - ??????? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,298,36.32479, , , , ,
H8347003,L-NSG-106,Y,H8347003_S_L-NSG-106,Switch Game - Battle Chasers Nightwar (Parallel Import),Switch Game - ???? ?? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,328,29.91453, , , , ,
H8347003,L-NSG-107,Y,H8347003_S_L-NSG-107,Switch Game - Little Nightmares 2 (Parallel Import),Switch Game - ????2 (????),H834700309,0,offline,Y,N,27-Jul-21,10-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,298,36.32479, , , , ,
H8347003,L-NSG-108,Y,H8347003_S_L-NSG-108,Switch Game - Lol Surprise Remix Edition: We Rule The World (Parallel Import),Switch Game - LOL ?????- ?????????? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,348,25.64103, , , , ,
H8347003,L-NSG-109,Y,H8347003_S_L-NSG-109,Switch Game - Cat Quest 2 (Parallel Import),Switch Game - ?????2 (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,298,36.32479, , , , ,
H8347003,L-NSG-110,Y,H8347003_S_L-NSG-110,Switch Game - WRC 9 The Official Game (Parallel Import),Switch Game - WRC 9 (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,298,36.32479, , , , ,
H8347003,L-NSG-111,Y,H8347003_S_L-NSG-111,Switch Game - Minecraft Dungeons Hero Edition (Parallel Import),Switch Game - ?????????? (????),H834700309,0,offline,Y,N,27-Jul-21,20-May-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,298,36.32479, , , , ,
H8347003,L-NSG-112,Y,H8347003_S_L-NSG-112,Switch Game - Snowrunner (Parallel Import),Switch Game - ???? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,298,36.32479, , , , ,
H8347003,L-NSG-114,Y,H8347003_S_L-NSG-114,Switch Game - Trials of Mana (Parallel Import),Switch Game - ????3 (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,368,21.36752, , , , ,
H8347003,L-NSG-115,Y,H8347003_S_L-NSG-115,Switch Game - Assassin's Creed: The Rebel Collection (Parallel Import),Switch Game - ????????? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,348,25.64103, , , , ,
H8347003,L-NSG-116,Y,H8347003_S_L-NSG-116,Switch Game - Minecraft (Parallel Import),Switch Game - ???? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,328,29.91453, , , , ,
H8347003,L-NSG-117,Y,H8347003_S_L-NSG-117,Switch Game - Hyrule Warriors: Definitive Edition (Parallel Import),Switch Game - ZELDA?? ?????? ??? (????),H834700309,0,online,Y,N,27-Jul-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,368,21.36752, , , , ,
H8347003,L-NSG-118,Y,H8347003_S_L-NSG-118,SONIC MANIA,NS ??????,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,498,238,52.20884, , , , ,
H8347003,L-NSG-119,Y,H8347003_S_L-NSG-119,STREET FIGHTER,????,H834700309,0,online,Y,N,12-Aug-21,1-Jan-99,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch ??,HKD,498,248,50.2008, , , , ,
H8347003,L-NSG-120,Y,H8347003_S_L-NSG-120,Instant Sports: Summer Games,?????????,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,498,258,48.19277, , , , ,
H8347003,L-NSG-121,Y,H8347003_S_L-NSG-121,MORTAL 11 KOMBAT,????11,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,498,258,48.19277, , , , ,
H8347003,L-NSG-122,Y,H8347003_S_L-NSG-122,SPORTS PARTY,????,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,498,238,52.20884, , , , ,
H8347003,L-NSG-123,Y,H8347003_S_L-NSG-123,CARNIVAL GAMES,?????,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,498,198,60.24096, , , , ,
H8347003,L-NSG-124,Y,H8347003_S_L-NSG-124,SAMURAL SHODOWN NEOGEO COLLECTION,??-SAMURAL SHODOWN NEOGEO COLLECTION,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,498,248,50.2008, , , , ,
H8347003,L-NSG-125,Y,H8347003_S_L-NSG-125,RESIDENT EVIL TRIPLE PACK,???????,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,498,298,40.16064, , , , ,
H8347003,L-NSG-126,Y,H8347003_S_L-NSG-126,RESIDENT EVIL ORIGINS COLLECTION,??????-???ORIGINS COLLECTION,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,498,268,46.18474, , , , ,
H8347003,L-NSG-127,Y,H8347003_S_L-NSG-127,TAXI CHAOS,?????,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,498,228,54.21687, , , , ,
H8347003,L-NSG-128,Y,H8347003_S_L-NSG-128,MONSTER HUNTER GENERATIONS ULTIMATE,?????????,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,498,228,54.21687, , , , ,43
H8347003,L-NSG-129,Y,H8347003_S_L-NSG-129,CONTRA ROGUE CORPS,???: RC ??,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,498,228,54.21687, , , , ,
H8347003,L-NSG-130,Y,H8347003_S_L-NSG-130,DEAD & CELLS ACTION GAME OF THE YEAR,??????-???,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,498,198,60.24096, , , , ,
H8347003,L-NSG-131,Y,H8347003_S_L-NSG-131,LITTLE NIGHTMARES COMPLETE EDITION,???????,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,498,288,42.16867, , , , ,
H8347003,L-NSG-132,Y,H8347003_S_L-NSG-132,LITTLE NIGHTMARES 2,????2,H834700309,0,offline,Y,N,12-Aug-21,22-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,498,258,48.19277, , , , ,
H8347003,L-NSG-133,Y,H8347003_S_L-NSG-133,SWITCH GAME-SUPER STREET RACER,SWITCH GAME-?????,H834700309,0,online,Y,N,2-Sep-21,1-Jan-99,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch ??,HKD,468,248,47.00855, , , , ,
H8347003,L-NSG-134,Y,H8347003_S_L-NSG-134,SWITCH GAME-MARVEL ULTIMATE ALLIANCE 3 THE BLACK ORDER,SWITCH GAME-?????????3,H834700309,0,online,Y,N,3-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,418,10.68376, , , , ,
H8347003,L-NSG-135,Y,H8347003_S_L-NSG-135,SWITCH GAME-Plants vs. Zombies: Battle for Neighborville,SWITCH GAME-??????????????,H834700309,0,offline,Y,N,3-Sep-21,15-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,248,47.00855, , , , ,
H8347003,L-NSG-136,Y,H8347003_S_L-NSG-136,SWITCH GAME-MARIO GOLF SUPER RUSH,SWITCH GAME-???????????,H834700309,0,offline,Y,N,3-Sep-21,8-Jul-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,418,10.68376, , , , ,
H8347003,L-NSG-137,Y,H8347003_S_L-NSG-137,SWITCH GAME-Untitled Goose Game,SWITCH GAME-??????,H834700309,0,online,Y,N,3-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,278,40.59829, , , , ,
H8347003,L-NSG-138,Y,H8347003_S_L-NSG-138,SWITCH GAME-GOD EATER 3,SWITCH GAME-???3,H834700309,0,online,Y,N,3-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,268,42.73504, , , , ,
H8347003,L-NSG-139,Y,H8347003_S_L-NSG-139,SWITCH GAME-MEGA MAN 11,SWITCH GAME-???11,H834700309,0,online,Y,N,3-Sep-21,1-Jan-99,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468, , , , , , ,
H8347003,L-NSG-140,Y,H8347003_S_L-NSG-140,SWITCH GAME-GO VACATION,SWITCH GAME-????,H834700309,0,online,Y,N,3-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,388,17.09402, , , , ,
H8347003,L-NSG-141,Y,H8347003_S_L-NSG-141,SWITCH GAME-HARVEST MOON ONE WORLD,SWITCH GAME-????: ????,H834700309,0,online,Y,N,3-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,368,21.36752, , , , ,
H8347003,L-NSG-142,Y,H8347003_S_L-NSG-142,SWITCH GAME-TAIKO NO TATSUJIN: RHYTHMIC ADVENTURE PACK,SWITCH GAME-????? ?? ??????,H834700309,0,online,Y,N,3-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,418,10.68376, , , , ,
H8347003,L-NSG-143,Y,H8347003_S_L-NSG-143,SWITCH GAME-NBA 2K18,SWITCH GAME-NBA 2K18,H834700309,0,online,Y,N,3-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,148,68.37607, , , , ,
H8347003,L-NSG-144,Y,H8347003_S_L-NSG-144,SWITCH GAME-SUPER MARIO 3D WORLD + BOWSER'S FURY,SWITCH GAME-?????3D??+????,H834700309,0,offline,Y,N,3-Sep-21,16-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,408,12.82051, , , , ,
H8347003,L-NSG-145,Y,H8347003_S_L-NSG-145,SWITCH GAME-Fun! Fun! Animal Park(parallel import),SWITCH GAME-????????(????),H834700309,0,online,Y,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,268,42.73504, , , , ,
H8347003,L-NSG-146,Y,H8347003_S_L-NSG-146,SWITCH GAME-Monopoly(parallel import),SWITCH GAME-???/ ????(????),H834700309,0,online,Y,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,218,53.4188, , , , ,
H8347003,L-NSG-147,Y,H8347003_S_L-NSG-147,SWITCH GAME-WarioWare: Get It Together !(parallel import),SWITCH GAME-??????????(????),H834700309,0,online,Y,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,378,19.23077, , , , ,
H8347003,L-NSG-148,Y,H8347003_S_L-NSG-148,SWITCH GAME-Maneater(parallel import),SWITCH GAME-???(????),H834700309,0,online,Y,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,298,36.32479, , , , ,
H8347003,L-NSG-149,Y,H8347003_S_L-NSG-149,SWITCH GAME-Ori and the Will of The Wisps(parallel import),SWITCH GAME-???? 2 (????),H834700309,0,offline,Y,N,28-Sep-21,12-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,298,36.32479, , , , ,
H8347003,L-NSG-150,Y,H8347003_S_L-NSG-150,NO USE - SWITCH GAME - Sports Party (parallel import),NO USE - SWITCH GAME - ???? (????),H834700309,0,offline,Y,N,28-Sep-21,18-Nov-21,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,248,47.00855, , , , ,
H8347003,L-NSG-151,Y,H8347003_S_L-NSG-151,SWITCH GAME-Super Street Racer,SWITCH GAME-?????,H834700309,0,offline,Y,N,28-Sep-21,30-Sep-21,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,248,47.00855, , , , ,
H8347003,L-NSG-152,Y,H8347003_S_L-NSG-152,SWITCH GAME - Borderlands Legendary Collection(parallel import),SWITCH GAME - ????????(????),H834700309,0,online,Y,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,198,57.69231, , , , ,
H8347003,L-NSG-153,Y,H8347003_S_L-NSG-153,SWITCH GAME-Instant Chef Party(parallel import),SWITCH GAME-??????(????),H834700309,0,online,Y,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,268,42.73504, , , , ,
H8347003,L-NSG-154,Y,H8347003_S_L-NSG-154,SWITCH GAME-Portal Knights(parallel import),SWITCH GAME-????(????),H834700309,0,offline,Y,N,28-Sep-21,12-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,168,64.10256, , , , ,
H8347003,L-NSG-155,Y,H8347003_S_L-NSG-155,SWITCH GAME- Ori and the Blind Forest(parallel import),SWITCH GAME- ???????(????),H834700309,14,online,N,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,268,42.73504, , , , ,
H8347003,L-NSG-156,Y,H8347003_S_L-NSG-156,SWITCH GAME-Gear Club Unlimited 2: Porsche Edition(parallel import),SWITCH GAME-????? ?? 2-???-???(????),H834700309,0,online,Y,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,248,47.00855, , , , ,
H8347003,L-NSG-157,Y,H8347003_S_L-NSG-157,SWITCH GAME-Sakuna: of Rice and Ruin(parallel import),SWITCH GAME-?????(????),H834700309,0,online,Y,N,28-Sep-21,1-Jan-99,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,288,38.46154, , , , ,
H8347003,L-NSG-158,Y,H8347003_S_L-NSG-158,SWITCH GAME-ICE AGE: Scrat's Nutty Adventure(parallel import),SWITCH GAME-??????????????(????),H834700309,0,online,Y,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,218,53.4188, , , , ,
H8347003,L-NSG-159,Y,H8347003_S_L-NSG-159,SWITCH GAME-Dead by Daylight,SWITCH GAME-????,H834700309,0,online,Y,N,4-Oct-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,298,36.32479, , , , ,
H8347003,L-NSG-160,Y,H8347003_S_L-NSG-160,SWITCH GAME-Super Dragon Ball Heroes: World Mission ,SWITCH GAME-????????????,H834700309,0,online,Y,N,4-Oct-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,328,29.91453, , , , ,
H8347003,L-NSG-161,Y,H8347003_S_L-NSG-161,SWITCH GAME-Need for Speed: Hot Pursuit,SWITCH GAME-??????????,H834700309,0,online,Y,N,4-Oct-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,328,29.91453, , , , ,43
H8347003,L-NSG-162,Y,H8347003_S_L-NSG-162,SWITCH GAME- Fatal Frame: Maiden of Black Water (parallel import),???????????????? - ???(????),H834700309,0,offline,Y,N,27-Oct-21,27-Nov-21,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,568,368,35.21127, , , , ,
H8347003,L-NSG-163,Y,H8347003_S_L-NSG-163,SWITCH GAME:NBA2K22 (CHI/ENG VERSION)(parallel import),SWITCH GAME:NBA 2K22 | 2022 ??? (????),H834700309,0,online,Y,N,17-Nov-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,368,21.36752, , , , ,
H8347003,L-NSG-164,Y,H8347003_S_L-NSG-164,Switch Game - Just Dance 2022(parallel import),Switch Game - Just Dance 2022 ???? 22 - ?????(????),H834700309,0,online,Y,Y,20-Nov-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,328,29.91453, , , , ,
H8347003,L-NSG-165,Y,H8347003_S_L-NSG-165,Switch Game:Mario Party Superstars - US VERSION-CHN / ENG / JPN,Switch Game:Mario Party Superstars ????? ???? - ?????,H834700309,0,online,Y,N,5-Dec-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,378,19.23077, , , , ,
H8347003,L-NSG-166,Y,H8347003_S_L-NSG-166,SWITCH GAME-HOT WHEELS UNLEASHED(parallel import),SWITCH GAME-?????? ??(????),H834700309,0,online,Y,N,12-Dec-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,348,25.64103, , , , ,
H8347003,L-NSG-167,Y,H8347003_S_L-NSG-167,SWITCH GAME-ONE PIECE: PIRATE WARRIORS 4(parallel import),SWITCH GAME ????4(????),H834700309,0,online,Y,N,12-Dec-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,348,25.64103, , , , ,
H8347003,L-NSG-168,Y,H8347003_S_L-NSG-168,SWITCH GAME-Crash Bandicoot 4 -It's About Time(parallel import),SWITCH GAME-?????4-????(????),H834700309,0,online,Y,N,12-Dec-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,348,25.64103, , , , ,
H8347003,L-NSG-169,Y,H8347003_S_L-NSG-169,SWITCH GAME- Ori(parallel import),SWITCH GAME-???????(????),H834700309,0,online,Y,N,12-Dec-21,1-Jan-99,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468, , , , , , ,
H8347003,L-NSG-170,Y,H8347003_S_L-NSG-170,SWITCH GAME-CARRION(parallel import),SWITCH GAME-??(????),H834700309,0,online,Y,N,12-Dec-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,298,36.32479, , , , ,
